ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	FinishCount	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	szTitleBg	nMapIconFrame	BackgroundImage3	nPriority	bIsMultiple	szQuestID	bAutoCollect	bLimited	dwShopGroupID	dwDefaultShopID	nRedDotVersion
119	勤修不辍·打坐（隐藏）		2	2	15			0			1			<text>text="可前往各门派习武区域参与（点击相应门派可查看地点）：" font=284</text><text>text="[" font=173</text><text>text="七秀" font=173 link="NPCGuide/954"</text><text>text="][" font=173</text><text>text="纯阳" font=173 link="NPCGuide/949"</text><text>text="][" font=173</text><text>text="天策" font=173 link="NPCGuide/950"</text><text>text="][" font=173</text><text>text="五毒" font=173 link="NPCGuide/952"</text><text>text="][" font=173</text><text>text="少林" font=173 link="NPCGuide/959"</text><text>text="][" font=173</text><text>text="唐门" font=173 link="NPCGuide/960"</text><text>text="][" font=173</text><text>text="万花" font=173 link="NPCGuide/953"</text><text>text="][" font=173</text><text>text="藏剑" font=173 link="NPCGuide/957"</text><text>text="][" font=173</text><text>text="明教" font=173 link="NPCGuide/955"</text><text>text="][" font=173</text><text>text="天策·战乱" font=173 link="NPCGuide/961"</text><text>text="][" font=173</text><text>text="丐帮" font=173 link="NPCGuide/956"</text><text>text="][" font=173</text><text>text="苍云" font=173 link="NPCGuide/958"</text><text>text="][" font=173</text><text>text="长歌" font=173 link="NPCGuide/951"</text><text>text="][" font=173</text><text>text="霸刀" font=173 link="NPCGuide/989"</text><text>text="][" font=173</text><text>text="蓬莱" font=173 link="NPCGuide/1098"</text><text>text="][" font=173</text><text>text="凌雪阁" font=173 link="NPCGuide/2087"</text><text>text="]" font=173</text><text>text="[北天药宗]" font=173 link="NPCGuide/2351"</text><text>text="。" font=284</text>		<text>text="1、活动开启时，可在门派场景的打坐区域打坐，获得修为奖励。\\\n2、每天" font=284</text><text>text="12点" font=158</text><text>text="、" font=284</text><text>text="18点" font=158</text><text>text="、" font=284</text><text>text="23点" font=158</text><text>text="开启，" font=284</text><text>text="每次开启2个小时" font=158</text><text>text="。\\\n3、可以一天之中3场打坐全部参与。\\\n4、本门弟子有几率被各派掌门、代掌门亲自传功，可获得大量修为奖励。\\\n5、使用帮会丹房出产的" font=284</text><text>text="活络金丹" font=171 link="ItemLinkInfo/5/7041"</text><text>text="，可以提高打坐的修为收益。" font=284</text>	3			ui/Image/Active/Calendar/QinXiuBuChuo_DaZuo_S.tga							1372	1								0~999					ui/Image/Active/Calendar/QinXiuBuChuo_DaZuo_B.tga								
120	游历瞿塘采仙草		6	1	60			0						<text>text="可在瞿塘峡白帝城的" font=284</text><text>text="[活动任务·往事追忆]" font=173 link="NPCGuide/2425"</text><text>text="牌处接取活动任务。" font=284</text>		<text>text="本活动已不再提供除成就外的奖励，敬请留意。\\\n感谢您的参与和支持！\\\n1、每" font=284</text><text>text="周三" font=158</text><text>text="、" font=284</text><text>text="周五" font=158</text><text>text="、" font=284</text><text>text="周六" font=158</text><text>text="、" font=284</text><text>text="周日" font=158</text><text>text="的早上七点开启，持续到次日凌晨七点。\\\n2、需要先跟" font=284</text><text>text="瞿塘峡" font=173</text><text>text="的" font=284</text><text>text="冷馨兰" font=173</text><text>text="开启计时。\\\n3、完成任务的时间和采集仙草的数量会影响积分。" font=284</text>			0	ui/Image/Active/Calendar/QuTangXiaCaiXianCao_S.tga						216									514	0~999			ui/Image/Active/AnNiuDiTu/QuTangXiaCaiXianCao.tga		ui/Image/Active/Calendar/QuTangXiaCaiXianCao_B.tga								
121	战场日-三国古战场	本战场日的12点~次日凌晨1点开放	3		120	2:100;3:100;	2	0			1		15人对抗	<text>text="        " font=202</text><text>text="可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=168 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=202</text><text>text="威名点" font=198 link="Library/17/3/0"</text><text>text="、" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="。每天的首次战场胜利可以获得额外的大量威名点和战阶以及威名点周上限道具奖励。" font=18</text>	<text>text="        预计所需时间20分钟  " font=168</text><text>text="\\\n        1、满级的浩气盟、恶人谷玩家可组队或个人参与，双方人数均达到7人才可正常开启战场\\\n        2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和双倍威名点奖励" font=18</text>	3										4122	1	1							0~999													
124	勤修不辍·演武（隐藏）		2	1	15	0		0			4		个人可参与	<text>text="可前往各门派习武区域参与（点击查看）：" font=284</text><text>text="[" font=173</text><text>text="七秀" font=173 link="NPCGuide/829"</text><text>text="][" font=173</text><text>text="纯阳" font=173 link="NPCGuide/830"</text><text>text="][" font=173</text><text>text="天策" font=173 link="NPCGuide/831"</text><text>text="][" font=173</text><text>text="五毒" font=173 link="NPCGuide/832"</text><text>text="][" font=173</text><text>text="少林" font=173 link="NPCGuide/833"</text><text>text="][" font=173</text><text>text="唐门" font=173 link="NPCGuide/834"</text><text>text="][" font=173</text><text>text="万花" font=173 link="NPCGuide/835"</text><text>text="][" font=173</text><text>text="藏剑" font=173 link="NPCGuide/836"</text><text>text="][" font=173</text><text>text="明教" font=173 link="NPCGuide/837"</text><text>text="][" font=173</text><text>text="天策·战乱" font=173 link="NPCGuide/840"</text><text>text="][" font=173</text><text>text="丐帮" font=173 link="NPCGuide/838"</text><text>text="][" font=173</text><text>text="苍云" font=173 link="NPCGuide/839"</text><text>text="][" font=173</text><text>text="长歌" font=173 link="NPCGuide/901"</text><text>text="][" font=173</text><text>text="霸刀" font=173 link="NPCGuide/990"</text><text>text="][" font=173</text><text>text="蓬莱" font=173 link="NPCGuide/1098"</text><text>text="]" font=173</text><text>text="[凌雪阁]" font=173 link="NPCGuide/2092"</text><text>text="[北天药宗]" font=173 link="NPCGuide/2352"</text><text>text="。" font=284</text>	<text>text="每天可获得1000修为和10%的当前升级所需阅历。" font=18</text>	<text>text="    1、各门派大师兄全天在门派中教习武艺，各派弟子可回门派观摩。\\\n    2、在门派大师兄演武的间隙可以在" font=284</text><text>text="茶几" font=171</text><text>text="处喝茶，获得1000修为和10%当前升级所需阅历的奖励。" font=284</text>	3			ui/Image/Active/Calendar/QinXiuBuChuo_YanWu_S.tga							3899	1								0~999					ui/Image/Active/Calendar/QinXiuBuChuo_YanWu_B.tga								
125	勤修不辍·师门·父活动		2		1	0	0	0			4		勤修不辍·师门·父活动				3																			0~999													
127	赛马·报名	全天开放，每隔10分钟一场。	4		80		0	0					个人可参与	<text>text="       " font=202</text><text>text="侠士可在苍山洱海场景中的" font=18</text><text>text="马场区域" font=167</text><text>text="找" font=18</text><text>text="赛马报名人" font=168 link="NPCGuide/388"</text><text>text="参加本活动。\\\n" font=18</text>	<text>text="        每日首次完成比赛后可获得100金和一个三级草料的日常奖励。进入排名的玩家还可获得额外的金钱和草料奖励。" font=18</text>	<text>text="        " font=202</text><text>text="1、参加本活动需交付50银的报名费。\\\n" font=18</text><text>text="        " font=202</text><text>text="2、本活动分为报名阶段和比赛阶段，报名阶段时长为4分钟，比赛阶段时长为5分钟，比赛结束后会有1分钟的赛场清理时间。成功报名的玩家可找接引人传送进入比赛准备区。\\\n" font=18</text><text>text="        " font=202</text><text>text="3、比赛阶段开始后玩家可以接取赛道中的残页，习得招式，并且施放该招式后需要接取另一个残页才可再次激活招式。\\\n        4、未报名的侠士不可随意进出比赛区域。" font=18</text>			0																	0~999													
128	赛马·比赛		2	3	80			0			0			<text>text="找" font=18</text><text>text="太原" font=229 link="NPCGuide/858"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/826"</text><text>text="、" font=18</text><text>text="扬州" font=229 link="NPCGuide/841"</text><text>text="或" font=18</text><text>text="苍山洱海" font=229 link="NPCGuide/388"</text><text>text="的赛马报名人参加活动。" font=18</text>		<text>text="1、比赛开始后玩家可以接取赛道中的残页，习得招式。\\\n2、全天开放，每隔10分钟一场。\\\n" font=18</text>			0	ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga							4127	1	1							0~999					ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
129	驯马1号		2		1	0	0	0			4						3																			0~999													
130	驯马2号		2		1	0	0	0			4						3																			0~999													
131	驯马3号		2		1	0	0	0			4						3																			0~999													
132	勤修不辍		2	4	30			0			1			<text>text=" " font=18</text><text>text="      可在" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/857"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/842"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/843"</text><text>text="]" font=173</text><text>text="或本门派的活动任务牌处接取勤修不辍任务，后在本门派任务指引人处接取勤修不辍任务。" font=284</text>		<text>text="1、完成三次随机任务，即可完成本门的勤修不辍任务。\\\n2、完成随机任务时，还可以获得对应门派声望，直到声望达到尊敬。" font=284</text>	4		0	ui/Image/Active/Calendar/QinXiuBuChuo_S.tga							4123	3								0~999			ui/Image/Active/AnNiuDiTu/QinXiuBuChuo.tga		ui/Image/Active/Calendar/QinXiuBuChuo_B.tga								
133	驯马4号		2		1	0	0	0			4						3																			0~999													
134	驯马5号		2		1	0	0	0			4						3																			0~999													
135	试炼之地		4	2	120		1	0			0		单人	<text>text="可在扬州、成都、太原或侠客岛日常区的" font=284</text><text>text="[神秘老者]" font=173 link="NPCGuide/277"</text><text>text="处进入试炼之地。" font=284</text>		<text>text="1、每通关一层可获得一次翻牌奖励的机会。\\\n2、通关的层数越高，通关评分越高，收益越高。" font=284</text>	4		0	ui/Image/Active/Calendar/ShiLianZhiDi_S.tga																0~999			ui/Image/Active/AnNiuDiTu/ShiLianZhiDi.tga	7	ui/Image/Active/Calendar/ShiLianZhiDi_B.tga								
136	三国古战场		3	4	120		5	0			1		15人对抗	<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/58"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/164"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/860"</text><text>text="]" font=173</text><text>text="战场报名人处参加跨服战场排队。" font=284</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、" font=284</text><text>text="中午12点~次日凌晨1点" font=158</text><text>text="开放，12点开始时即可获得战阶积分和双倍威名点奖励。\\\n3、和正先锋小队声望未达到尊敬的浩气盟玩家或恣桀先锋小队声望未达到尊敬的恶人谷玩家，可获得对应声望奖励。\\\n4、每周最多获得" font=284</text><text>text="60000点战场双倍威名点" font=158</text><text>text="，每获得7500双倍威名点，将额外获得" font=284</text><text>text="200精力、1000战阶、1000威名点上限、50帮会资金、1个神威宝箱" font=158</text><text>text="。" font=284</text>	3	30;10;0;	0	ui/Image/Active/Calendar/ZC_SanGuoGuZhanChang_S.tga							4122	1	1							0~999			ui/Image/Active/AnNiuDiTu/ZC_SanGuoGuZhanChang.tga		ui/Image/Active/Calendar/ZC_SanGuoGuZhanChang_B.tga				1				
137	三国古战场		3	4	120		5	0			1		15人对抗	<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/58"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/164"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/860"</text><text>text="]" font=173</text><text>text="战场报名人处参加跨服战场排队。" font=284</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、" font=284</text><text>text="中午12点~次日凌晨1点" font=158</text><text>text="开放，12点开始时即可获得战阶积分和双倍威名点奖励。\\\n3、和正先锋小队声望未达到尊敬的浩气盟玩家或恣桀先锋小队声望未达到尊敬的恶人谷玩家，可获得对应声望奖励。\\\n4、每周最多获得" font=284</text><text>text="60000点战场双倍威名点" font=158</text><text>text="，每获得7500双倍威名点，将额外获得" font=284</text><text>text="200精力、1000战阶、1000威名点上限、50帮会资金、1个神威宝箱" font=158</text><text>text="。" font=284</text>	3	30;10;0;	0	ui/Image/Active/Calendar/ZC_SanGuoGuZhanChang_S.tga							4122	1	1							0~999			ui/Image/Active/AnNiuDiTu/ZC_SanGuoGuZhanChang.tga		ui/Image/Active/Calendar/ZC_SanGuoGuZhanChang_B.tga				1				
138	赛马总开关		4		80	0	0	0			4						3									0	0	0								0~999													
139	套马开关		2		1;	0	0	0			4						3									0	0	0								0~999													
141	声望·苍山洱海	今日7：00~次日6：59。	2		80	0	0	0					个人参与	<text>text="        完成" font=18</text><text>text="苍山洱海" font=168 link="NPCGuide/278"</text><text>text="的一系列任务后可以接取。" font=18</text>	<text>text="        145~183金，840~1040点无愧南灵声望，7~8个" font=198</text><text>text="青铜宝箱" font=198 link="ItemLinkInfo/5/6253"</text><text>text="。" font=198</text>	<text>text="        " font=18</text><text>text="预计所需时间25分钟" font=168</text><text>text="\\\n        1、可前往苍山洱海的" font=18</text><text>text="莫雨" font=168 link="NPCGuide/279"</text><text>text="处接取起始任务，完成该系列任务后开启无愧南灵声望日常。\\\n        2、声望中立、友好时可以在苍山洱海的洱月村内接受任务。\\\n        3、声望亲密之后，完成相关剧情任务，可以到苍山洱海的风城内接受任务。\\\n        4、无愧南灵声望达到友好可以购买" font=18</text><text>text="265品项链" font=74</text><text>text="。\\\n        5、无愧南灵声望达到达到亲密可以购买各种生活技能配方、打折的1~2级牧草。\\\n        6、无愧南灵声望达到达到敬重后可购买" font=18</text><text>text="275品戒指" font=74</text><text>text="，" font=18</text><text>text="马驹·滇池驹" font=77 link="ItemLinkInfo/5/17156"</text><text>text="。\\\n        7、无愧南灵声望达到达到尊敬后可购买" font=18</text><text>text="290品下装" font=74</text><text>text="。" font=18</text>	2									0	0	0								0~999													
142	隐元追缉令发奖活动		4		1	0	1	0			4						3									0	0	0								0~999													
143	洱海夺马		4	5	90	0	17	0			4			<text>text="        活动开启后在苍山洱海参与活动。" font=18</text>		<text>text="        1、活动一阶段，找到并击败盗马贼首领。\\\n        2、每周五、周六、周日晚9点至10点。\\\n        3、阵营玩家击败对立阵营的运马首领后玩家可捕捉对方阵营押运的马驹。\\\n \\\n" font=18</text>	3			ui/Image/Active/ActivityFistPage/RecommendSmall/RecommendSmall_Test.tga						0	0	0			0					0~999	105;				ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_Test.tga								
